hadColdChainBreak,isIntact,highestTemperatureCelsius,lowestTemperatureCelsius,coldChainBreakCount,totalBreakDurationMinutes,totalRefrigeratedTransportHours,coldChainBroken,coldStorage_maxActualTemperatureCelsius,coldStorage_minActualTemperatureCelsius,coldStorage_avgActualTemperatureCelsius,coldStorage_targetTemperatureCelsius,coldChainBreaks_maxTemperatureReached,coldChainBreaks_totalDurationMinutes,measuredCelsius,minAllowedCelsius,maxAllowedCelsius,tempIsWithinRange,refrigerationTemperatureCelsius,wasRefrigerated,harvestTemperatureCelsius,processingTemperatureCelsius,displayTemperatureCelsius,sampleArrivalTemperatureCelsius,pathogensDetectedCount,pathogensCfuPerGramMax,pathogensLimitExceededCount,microbiologicalDetectedCount,microbiologicalCfuPerGramMax,microbiologicalLimitExceededCount,substancesMeasuredMgPerKgMax,substancesLimitMgPerKg,substancesLimitExceededCount,chemicalMeasuredValueMax,chemicalMrlValue,chemicalMrlExceededCount,chemicalBelowLod,overallVerdictFail,legalLimitsExceeded,exceedanceCount,isIso17025Accredited,nutritionalDeviationPercent,nutritionalIsWithinEuTolerance,physicalOutOfSpecCount,allergenDetectedCount,allergenMeasuredMgPerKgMax,allergenLabelIncorrectCount,authenticityFailCount,authenticityConfidencePercentMin,certificationDaysUntilExpiry,certificationAuditScore,nonConformitiesSeverityMax,nonConformitiesUncorrectedCount,nonConformitiesOverdueDays,moldDetected,foreignBodyDetected,colorOk,shapeOk,surfaceOk,rejectionRate,visualDefectsFound,isLeaking,isSealed,vacuumIntact,mapGasCompositionCorrect,labelingCorrect,barcodeReadable,fillWeightCorrect,packagingDefectsFound,measuredWeightG,targetWeightG,weightTolerancePercent,weightIsWithinTolerance,weightSampleSize,distanceKm,transportIsRefrigerated,co2EmissionsKg,transportDelayMinutes,maxDurationExceeded,storageAverageTemperatureCelsius,humidityPercent,storageDurationHours,importInspectionPassed,customsCleared,handlingCount,alertsTotalCount,alertsSeverityMax,alertsActiveCount,traceabilityCompleteness,traceabilityHasGaps,isThirdPartyVerified,verifiedStations,unknownStations,yieldPercent,areaHectares,isHaccpCertified,batchSizeKg,isMscCertified,isAscCertified
0,1,4.85,4.5,0,0.0,10.3,0,4.87,4.58,4.67,5.0,0.0,0.0,4.67,3.0,7.0,1,4.67,1,24.5,5.58,4.91,4.83,0,0.0,0,0,49.86,0,0.0184,0.1,0,0.0184,0.1,0,0,0,0,0,1,1.61,1,0,0,0.0,0,0,98.5,249.0,96.1,0,0,0.0,0,0,1,1,1,1.07,0,0,1,1,1,1,1,1,0,488.0,500.0,2.0,1,6,601.2,1,14.11,21.0,0,4.67,75.8,8.1,1,1,2,1,0,0,0.959,0,1,6,0,76.9,46.86,1,773.3,0,0
0,1,21.22,20.35,0,0.0,7.6,0,21.0,20.79,20.82,14.5,0.0,0.0,20.82,4.0,30.0,1,20.82,1,21.2,20.99,21.1,21.1,0,0.0,0,0,15.39,0,0.0391,0.1,0,0.0391,0.1,0,0,0,0,0,1,1.4,1,0,0,0.0,0,0,95.2,286.0,96.0,0,0,0.0,0,0,1,1,1,0.98,1,0,1,1,1,1,1,1,0,486.0,500.0,2.0,1,7,139.8,1,10.27,3.0,0,20.82,69.7,21.3,1,1,5,1,0,0,0.9,0,1,6,0,95.7,38.36,1,1425.6,0,0
0,1,11.07,10.38,0,0.0,10.4,0,10.82,10.44,10.6,14.5,0.0,0.0,10.6,4.0,30.0,1,10.6,1,24.4,11.38,10.84,10.79,0,0.0,0,0,2.07,0,0.0074,0.1,0,0.0074,0.1,0,1,0,0,0,1,2.96,1,0,0,0.0,0,0,97.2,349.0,82.4,0,0,0.0,0,0,1,1,1,1.7,0,0,1,1,1,1,1,1,0,488.2,500.0,2.0,1,6,491.2,1,35.87,0.0,0,10.6,63.6,40.0,1,1,1,0,0,0,0.916,0,1,4,0,81.9,46.0,1,3928.3,0,0
0,1,8.39,7.92,0,0.0,24.0,0,8.18,7.78,7.98,4.0,0.0,0.0,7.98,0.0,12.0,1,7.98,1,15.9,8.87,7.99,8.1,0,0.0,0,0,4341.1,0,0.0284,0.2,0,0.0284,0.2,0,0,0,0,0,1,0.43,1,0,0,0.0,0,0,97.8,96.0,98.2,0,0,0.0,0,0,1,1,1,1.31,0,0,1,1,1,1,1,1,0,452.2,500.0,2.0,1,5,88.7,1,32.27,24.0,0,7.98,57.2,41.1,1,1,1,0,1,0,0.989,0,1,3,0,92.8,35.21,1,4206.1,0,0
0,1,4.18,3.49,0,0.0,20.7,0,3.85,3.59,3.81,5.0,0.0,0.0,3.81,3.0,7.0,1,3.81,1,16.9,4.08,4.16,4.3,0,0.0,0,0,23.7,0,0.0252,0.1,0,0.0252,0.1,0,0,0,0,0,1,1.83,1,0,0,0.0,0,0,90.5,236.0,80.8,0,0,0.0,0,0,1,1,1,1.77,0,0,1,1,1,1,1,1,0,492.6,500.0,2.0,1,11,118.8,1,13.26,29.0,0,3.81,63.8,38.1,1,1,1,0,0,0,0.872,0,1,6,0,96.8,15.77,1,2932.3,0,0
0,1,5.45,4.99,0,0.0,12.4,0,5.23,5.15,5.19,4.0,0.0,0.0,5.19,0.0,12.0,1,5.19,1,17.8,5.5,5.41,5.5,0,0.0,0,0,6634.12,0,0.0148,0.2,0,0.0148,0.2,0,0,0,0,0,1,1.9,1,0,0,0.0,0,0,94.1,167.0,84.4,0,0,0.0,0,0,1,1,1,1.18,1,0,1,1,1,1,1,1,0,469.0,500.0,2.0,1,18,363.8,1,26.34,7.0,0,5.19,67.2,28.0,1,1,1,1,0,0,0.948,0,1,6,0,82.3,39.58,1,2790.8,0,0
0,1,1.62,0.81,0,0.0,22.3,0,1.4,1.1,1.25,1.0,0.0,0.0,1.25,0.0,4.0,1,1.25,1,23.0,1.57,1.67,1.5,0,0.0,0,0,120.77,0,0.0256,0.1,0,0.0256,0.1,0,0,0,0,0,1,0.35,1,0,0,0.0,0,0,90.7,312.0,81.1,0,0,0.0,0,0,1,1,1,0.56,0,0,1,1,1,1,1,1,0,470.0,500.0,2.0,1,12,285.4,1,38.42,0.0,0,1.25,74.8,41.4,1,1,1,0,0,0,0.94,0,1,4,0,77.8,18.88,1,4796.3,1,1
0,1,1.9,1.35,0,0.0,16.1,0,1.55,1.48,1.54,1.0,0.0,0.0,1.54,0.0,4.0,1,1.54,1,20.3,1.71,1.63,1.96,0,0.0,0,0,85.68,0,0.0344,0.1,0,0.0344,0.1,0,0,0,0,0,1,2.97,1,0,0,0.0,0,0,95.6,311.0,99.8,0,0,0.0,0,0,1,1,1,0.28,1,0,1,1,1,1,1,1,0,476.9,500.0,2.0,1,17,110.0,1,38.99,13.0,0,1.54,64.1,8.9,1,1,2,0,1,0,0.857,0,1,3,0,80.4,15.31,1,2502.0,1,1
0,1,14.78,14.04,0,0.0,16.3,0,14.56,14.13,14.36,14.5,0.0,0.0,14.36,4.0,30.0,1,14.36,1,15.6,14.73,14.63,14.53,0,0.0,0,0,1.47,0,0.0122,0.1,0,0.0122,0.1,0,0,0,0,0,1,2.53,1,0,0,0.0,0,0,94.8,287.0,97.0,0,0,0.0,0,0,1,1,1,1.01,1,0,1,1,1,1,1,1,0,504.6,500.0,2.0,1,9,687.7,1,20.33,15.0,0,14.36,65.9,6.8,1,1,3,0,1,0,0.945,0,1,4,0,79.1,17.6,1,1038.9,0,0
0,1,7.01,6.71,0,0.0,8.1,0,6.92,6.52,6.71,5.0,0.0,0.0,6.71,3.0,7.0,1,6.71,1,24.8,7.33,6.95,7.09,0,0.0,0,0,221.12,0,0.0154,0.1,0,0.0154,0.1,0,0,0,0,0,1,2.71,1,0,0,0.0,0,0,97.2,353.0,95.6,0,0,0.0,0,0,1,1,1,1.73,0,0,1,1,1,1,1,1,0,456.8,500.0,2.0,1,12,380.1,1,29.89,20.0,0,6.71,79.1,47.3,1,1,4,0,1,0,0.962,0,1,4,0,83.0,7.07,1,300.6,0,0
0,1,4.41,3.71,0,0.0,19.5,0,3.94,3.75,3.92,4.0,0.0,0.0,3.92,0.0,12.0,1,3.92,1,23.0,4.84,4.33,3.94,0,0.0,0,0,9049.42,0,0.0465,0.2,0,0.0465,0.2,0,0,0,0,0,1,1.12,1,0,0,0.0,0,0,90.5,67.0,93.5,0,0,0.0,0,0,1,1,1,1.43,1,0,1,1,1,1,1,1,0,496.4,500.0,2.0,1,5,604.6,1,41.04,1.0,0,3.92,57.0,30.6,1,1,5,0,0,0,0.927,0,1,7,0,90.6,2.45,1,2066.6,0,0
0,1,5.55,4.95,0,0.0,8.6,0,5.55,5.25,5.37,4.0,0.0,0.0,5.37,0.0,12.0,1,5.37,1,17.7,6.26,5.47,5.42,0,0.0,0,0,51.64,0,0.0853,0.2,0,0.0853,0.2,0,0,0,0,0,1,1.03,1,0,0,0.0,0,0,97.2,300.0,100.0,0,0,0.0,0,0,1,1,1,0.59,1,0,1,1,1,1,1,1,0,474.5,500.0,2.0,1,13,481.2,1,49.89,21.0,0,5.37,67.9,20.0,1,1,1,0,0,0,0.87,0,1,7,0,83.4,4.29,1,1089.7,0,0
0,1,3.84,3.15,0,0.0,18.5,0,3.79,3.54,3.63,4.0,0.0,0.0,3.63,0.0,12.0,1,3.63,1,24.0,3.86,3.79,4.08,0,0.0,0,0,800.98,0,0.0343,0.2,0,0.0343,0.2,0,0,0,0,0,1,1.59,1,0,0,0.0,0,0,97.4,228.0,93.1,0,0,0.0,0,0,1,1,1,0.6,0,0,1,1,1,1,1,1,0,464.5,500.0,2.0,1,9,166.6,1,44.34,8.0,0,3.63,66.8,38.4,1,1,2,1,0,0,0.921,0,1,6,0,97.9,34.06,1,4091.7,0,0
0,1,6.35,5.97,0,0.0,23.0,0,6.45,6.17,6.3,4.0,0.0,0.0,6.3,0.0,12.0,1,6.3,1,15.4,7.26,6.35,6.32,0,0.0,0,0,35.94,0,0.0562,0.2,0,0.0562,0.2,0,0,0,0,0,1,0.74,1,0,0,0.0,0,0,90.7,182.0,90.3,0,0,0.0,0,0,1,1,1,0.63,1,0,1,1,1,1,1,1,0,453.1,500.0,2.0,1,17,338.4,1,7.72,21.0,0,6.3,56.2,15.9,1,1,1,0,0,0,0.85,0,1,4,0,77.6,43.28,1,106.0,0,0
0,1,1.37,0.56,0,0.0,7.7,0,1.08,0.91,0.98,1.0,0.0,0.0,0.98,0.0,4.0,1,0.98,1,19.8,1.66,1.09,1.14,0,0.0,0,0,99.83,0,0.0216,0.1,0,0.0216,0.1,0,0,0,0,0,1,2.79,1,0,0,0.0,0,0,90.5,184.0,94.2,0,0,0.0,0,0,1,1,1,0.3,1,0,1,1,1,1,1,1,0,452.8,500.0,2.0,1,9,739.1,1,5.42,6.0,0,0.98,50.9,7.1,1,1,1,1,0,0,0.935,0,1,6,0,88.6,42.62,1,123.2,1,1
0,1,5.9,5.35,0,0.0,22.2,0,5.61,5.3,5.48,5.0,0.0,0.0,5.48,3.0,7.0,1,5.48,1,24.8,5.84,5.88,5.64,0,0.0,0,0,30.78,0,0.0386,0.1,0,0.0386,0.1,0,0,0,0,0,1,2.4,1,0,0,0.0,0,0,96.0,102.0,88.3,0,0,0.0,0,0,1,1,1,0.64,1,0,1,1,1,1,1,1,0,454.7,500.0,2.0,1,17,309.9,1,5.86,5.0,0,5.48,71.8,34.6,1,1,1,0,0,0,0.984,0,1,6,0,88.7,7.18,1,804.2,0,0
0,1,1.39,1.38,0,0.0,23.8,0,1.56,1.35,1.38,4.0,0.0,0.0,1.38,0.0,12.0,1,1.38,1,24.0,2.26,1.65,1.69,0,0.0,0,0,332.57,0,0.0992,0.2,0,0.0992,0.2,0,0,0,0,0,1,0.82,1,0,0,0.0,0,0,90.5,229.0,85.9,0,0,0.0,0,0,1,1,1,1.33,1,0,1,1,1,1,1,1,0,500.2,500.0,2.0,1,7,496.8,1,15.41,26.0,0,1.38,57.6,30.1,1,1,1,0,0,0,0.952,0,1,5,0,91.7,28.78,1,3816.3,0,0
0,1,3.75,3.09,0,0.0,11.0,0,3.38,3.09,3.35,4.0,0.0,0.0,3.35,0.0,12.0,1,3.35,1,19.0,4.04,3.43,3.83,0,0.0,0,0,349.74,0,0.0012,0.2,0,0.0012,0.2,0,1,0,0,0,1,0.54,1,0,0,0.0,0,0,92.0,318.0,98.3,0,0,0.0,0,0,1,1,1,0.42,1,0,1,1,1,1,1,1,0,478.2,500.0,2.0,1,18,708.8,1,22.06,16.0,0,3.35,72.3,35.6,1,1,4,1,0,0,0.866,0,1,6,0,95.8,43.41,1,4010.7,0,0
0,1,2.12,1.45,0,0.0,17.8,0,1.9,1.52,1.64,4.0,0.0,0.0,1.64,0.0,12.0,1,1.64,1,18.2,2.24,1.93,1.84,0,0.0,0,0,1701.38,0,0.0023,0.2,0,0.0023,0.2,0,1,0,0,0,1,1.81,1,0,0,0.0,0,0,99.4,187.0,83.9,0,0,0.0,0,0,1,1,1,0.75,0,0,1,1,1,1,1,1,0,473.6,500.0,2.0,1,16,172.2,1,35.81,10.0,0,1.64,78.6,13.2,1,1,1,0,1,0,0.982,0,1,3,0,81.4,10.9,1,1010.3,0,0
0,1,5.11,4.39,0,0.0,16.4,0,5.02,4.84,4.87,5.0,0.0,0.0,4.87,3.0,7.0,1,4.87,1,17.5,5.17,5.26,5.31,0,0.0,0,0,60.02,0,0.0023,0.1,0,0.0023,0.1,0,1,0,0,0,1,2.7,1,0,0,0.0,0,0,99.8,359.0,99.1,0,0,0.0,0,0,1,1,1,0.14,1,0,1,1,1,1,1,1,0,458.3,500.0,2.0,1,19,464.7,1,9.36,25.0,0,4.87,68.5,26.9,1,1,2,1,0,0,0.874,0,1,3,0,94.6,29.63,1,3702.1,0,0
0,1,3.36,2.87,0,0.0,22.7,0,3.01,2.7,2.97,4.0,0.0,0.0,2.97,0.0,12.0,1,2.97,1,16.0,3.23,3.39,3.06,0,0.0,0,0,163.89,0,0.076,0.2,0,0.076,0.2,0,0,0,0,0,1,1.24,1,0,0,0.0,0,0,94.5,112.0,94.2,0,0,0.0,0,0,1,1,1,1.7,0,0,1,1,1,1,1,1,0,502.5,500.0,2.0,1,16,448.1,1,16.18,7.0,0,2.97,54.8,45.2,1,1,2,0,1,0,0.928,0,1,7,0,86.3,26.96,1,2729.2,0,0
0,1,7.01,6.29,0,0.0,5.6,0,6.93,6.7,6.77,14.5,0.0,0.0,6.77,4.0,30.0,1,6.77,1,17.5,6.8,6.83,7.23,0,0.0,0,0,1.78,0,0.0476,0.1,0,0.0476,0.1,0,0,0,0,0,1,0.96,1,0,0,0.0,0,0,96.1,186.0,88.0,0,0,0.0,0,0,1,1,1,1.06,0,0,1,1,1,1,1,1,0,461.2,500.0,2.0,1,17,663.7,1,38.37,14.0,0,6.77,54.6,44.4,1,1,5,1,0,0,0.901,0,1,4,0,93.3,31.51,1,3779.1,0,0
0,1,2.02,1.69,0,0.0,23.9,0,1.78,1.68,1.7,4.0,0.0,0.0,1.7,0.0,12.0,1,1.7,1,19.6,1.82,1.77,2.01,0,0.0,0,0,5906.77,0,0.0438,0.2,0,0.0438,0.2,0,0,0,0,0,1,1.18,1,0,0,0.0,0,0,99.2,137.0,94.5,0,0,0.0,0,0,1,1,1,0.92,1,0,1,1,1,1,1,1,0,489.6,500.0,2.0,1,14,404.6,1,47.75,10.0,0,1.7,55.3,33.2,1,1,3,1,0,0,0.917,0,1,7,0,95.5,37.73,1,4959.9,0,0
0,1,5.82,5.27,0,0.0,10.9,0,5.81,5.42,5.64,5.0,0.0,0.0,5.64,3.0,7.0,1,5.64,1,20.1,6.55,5.85,5.96,0,0.0,0,0,80.81,0,0.0474,0.1,0,0.0474,0.1,0,0,0,0,0,1,1.03,1,0,0,0.0,0,0,94.1,177.0,82.5,0,0,0.0,0,0,1,1,1,0.18,1,0,1,1,1,1,1,1,0,490.0,500.0,2.0,1,6,547.2,1,5.89,10.0,0,5.64,55.9,37.8,1,1,4,1,0,0,0.95,0,1,7,0,78.0,14.48,1,779.4,0,0
0,1,5.97,5.35,0,0.0,23.0,0,5.88,5.62,5.7,5.0,0.0,0.0,5.7,3.0,7.0,1,5.7,1,21.3,6.02,6.19,5.9,0,0.0,0,0,5382.46,0,0.0101,0.1,0,0.0101,0.1,0,0,0,0,0,1,2.06,1,0,0,0.0,0,0,90.2,164.0,97.5,0,0,0.0,0,0,1,1,1,1.22,0,0,1,1,1,1,1,1,0,476.6,500.0,2.0,1,7,690.5,1,19.5,16.0,0,5.7,64.7,31.1,1,1,5,1,0,0,0.987,0,1,4,0,96.2,42.32,1,4893.2,0,0
0,1,1.76,1.41,0,0.0,16.2,0,1.62,1.45,1.53,1.0,0.0,0.0,1.53,0.0,4.0,1,1.53,1,20.9,1.94,1.64,1.94,0,0.0,0,0,1939.86,0,0.024,0.1,0,0.024,0.1,0,0,0,0,0,1,2.58,1,0,0,0.0,0,0,91.7,33.0,86.7,0,0,0.0,0,0,1,1,1,1.6,1,0,1,1,1,1,1,1,0,500.4,500.0,2.0,1,8,630.8,1,10.21,12.0,0,1.53,80.0,10.9,1,1,1,1,0,0,0.943,0,1,3,0,96.5,49.06,1,441.2,1,1
0,1,20.94,20.55,0,0.0,20.3,0,20.66,20.48,20.61,14.5,0.0,0.0,20.61,4.0,30.0,1,20.61,1,20.5,21.11,20.95,20.93,0,0.0,0,0,3.48,0,0.0442,0.1,0,0.0442,0.1,0,0,0,0,0,1,2.98,1,0,0,0.0,0,0,100.0,203.0,81.9,0,0,0.0,0,0,1,1,1,1.46,0,0,1,1,1,1,1,1,0,508.6,500.0,2.0,1,9,395.9,1,24.11,2.0,0,20.61,70.2,18.3,1,1,2,0,1,0,0.973,0,1,6,0,84.6,16.76,1,3769.2,0,0
0,1,4.37,3.88,0,0.0,5.4,0,4.09,3.91,3.93,4.0,0.0,0.0,3.93,0.0,12.0,1,3.93,1,15.5,3.93,4.15,4.32,0,0.0,0,0,4776.32,0,0.0144,0.2,0,0.0144,0.2,0,0,0,0,0,1,0.1,1,0,0,0.0,0,0,96.5,306.0,83.4,0,0,0.0,0,0,1,1,1,0.29,1,0,1,1,1,1,1,1,0,501.6,500.0,2.0,1,9,454.2,1,41.86,3.0,0,3.93,61.8,35.9,1,1,5,1,1,0,0.926,0,1,4,0,92.3,23.77,1,1902.7,0,0
0,1,3.88,3.75,0,0.0,5.9,0,4.08,3.71,3.83,5.0,0.0,0.0,3.83,3.0,7.0,1,3.83,1,24.9,3.97,4.16,4.06,0,0.0,0,0,1796.69,0,0.0059,0.1,0,0.0059,0.1,0,1,0,0,0,1,1.18,1,0,0,0.0,0,0,98.8,357.0,97.5,0,0,0.0,0,0,1,1,1,0.38,0,0,1,1,1,1,1,1,0,463.2,500.0,2.0,1,12,266.8,1,38.06,17.0,0,3.83,66.5,40.1,1,1,4,0,0,0,0.857,0,1,6,0,88.8,24.82,1,1374.9,0,0
0,1,6.22,5.9,0,0.0,13.5,0,6.13,5.86,6.03,5.0,0.0,0.0,6.03,3.0,7.0,1,6.03,1,21.8,6.1,6.03,6.14,0,0.0,0,0,3018.8,0,0.0281,0.1,0,0.0281,0.1,0,0,0,0,0,1,2.68,1,0,0,0.0,0,0,96.5,88.0,97.8,0,0,0.0,0,0,1,1,1,0.94,0,0,1,1,1,1,1,1,0,478.6,500.0,2.0,1,17,94.6,1,14.68,18.0,0,6.03,55.9,33.3,1,1,5,0,0,0,0.881,0,1,4,0,84.7,9.63,1,760.0,0,0
